"","CYFZ_PBMC","FY2H_PBMC","FLWA_PBMC","453W_PBMC","684C_PBMC","CZJE_PBMC","DZQV_PBMC","925L_PBMC","9JD4_PBMC","G4YW_PBMC","4DUY_PBMC","36TS_PBMC","CR3L_PBMC"
"ENSG00000273413",0.0723885,0,0,0.158131,0,0,0,0.660394,0,0,0,0,0
"ENSG00000273416",2.1912,2.10243,4.1387,0,1.69089,0,0.767119,3.91436,1.14533,4.30578,0.543067,0.80156,5.19361
"ENSG00000273419",0.191009,0,0,0.231945,0,0.149438,0,0.252086,0,0,0,0,0
"ENSG00000273420",0,1.26222,2.09958,0.28232,0,0,0.0166042,1.12097,1.65178,0,0.665189,0,0
"ENSG00000273424",1.07333,0,3.92175,5.18816,1.60203,1.71824,1.81902,4.49198,1.08534,0.742092,0,1.13995,1.09316
"ENSG00000273428",1.156550003,2.19105,2.371350003,0.185497,1.48441,0,1.197930004,0,0.505975002,0.173079,0,0.885098008,2.013560005
"ENSG00000273432",0.0607685,0.14993,0,0,0.664916,0,0.556409,0.34438,1.50295,0.421437,0.583476,0.208381,0.938018
"ENSG00000273437",25.6433,2.80348,15.9272,25.3121,44.56,1.8067,19.0208,13.0409,15.2157,15.6199,6.36179,9.31256,28.007
"ENSG00000273444",0,0,7.73394,0,0,0,0,2.00978,5.36144,0,2.45744,0,2.70953
"ENSG00000273445",7.49809,9.14727,4.36014,1.94062,6.94593,4.07253,6.61316,7.4478,6.04598,5.16598,11.7491,6.87679,11.3334
"ENSG00000273447",1.52909,3.13019,0.723502,7.17314,4.04762,3.66733,4.75165,3.04095,1.67239,5.32028,1.17476,2.63295,1.49737
"ENSG00000273448",1.28664,1.48553,1.51732,1.9833,2.21175,0.35154,1.49252,1.5148,0.419361,1.79629,0.628331,0.61331,1.07994
"ENSG00000273449",1.29109,0.249055,4.16082,2.23752,3.72641,2.48445,3.45462,5.65197,2.71396,4.52803,2.53191,2.61016,2.35387
"ENSG00000273450",0,0.438199,1.72672,5.26997,0,0.377775,0,0.907019,1.19415,0,1.13216,1.25292,1.80597
"ENSG00000273451",1.97171,0.559553,0.659853,4.5794,2.1199,0.291327,2.07115,8.0795,2.13387,3.65186,1.98893,1.17269,0.15096
"ENSG00000273454",1.94483,0,0,0,0,0,0,0,0.971022,0,0,0,0
"ENSG00000273456",2.63506,4.29499,2.49329,3.70559,6.24448,4.563,2.51737,0.806141,2.3054,4.73078,2.24371,2.23358,2.64792
"ENSG00000273461",0.38617,0,2.91881,0.873147,3.51614,0,0.338838,0.897396,0,0.345331,1.43481,1.179066,1.198828
"ENSG00000273464",1.33927,0,1.26471,2.14526,0,0,1.17182,0.88593,0,0,0,2.4483,0
"ENSG00000273471",0,0,0,0,0,0,0,0.150609,0,0,0,0,0
"ENSG00000273472",2.73755,0.161804,1.21369,0.526703,1.51652,0.454333,2.28198,1.208,0.498293,0.278629,1.71097,1.14343,1.44817
"ENSG00000273474",2.75626,2.63755,0,0.661239,9.3151,0.567039,0,2.04534,1.19268,0,0,3.13087,1.81864
"ENSG00000273476",0,0,0.38208,0,0,0,0,0,0.352626,0,0,0,0
"ENSG00000273483",0,0,0,0,0,0,0,1.51204,0,0,0,0,0
"ENSG00000273485",2.85486,5.76377,0,1.49115,2.68251,0,1.00777,0.800894,3.8677,3.07358,1.43751,0,0
"ENSG00000273486",0.24776,1.37651,1.88206,1.06579,0.833824,0.936225,1.55521,0.881126,0.216993,1.72772,0.680903,0.170921,2.02647
"ENSG00000273487",0,0.0860657,0.329191,0,0.745976,0.24474,0,0.259639,0.0748499,0.232217,0,0,0
"ENSG00000273489",0,0.0514302,0,0.0762453,0,0.409774,0.967326,0.113744,0,0.757384,0.238293,0.0522902,0.722476
"ENSG00000273493",0,0,0,0,0,0,0,2.16303,3.84563,0,0,0,0
"ENSG00000273497",0,0,0,0,0,0,0,0,3.07038,0,0,0,0
"ENSG00000273507",1.05295,0.489896,4.00492,1.92595,2.02913,2.75766,2.37363,0.667784,1.78246,0.392763,1.3471,0,0.407756
"ENSG00000273521",0.317989,0.236278,0.274654,0.229046,0.379502,0.540779,0.379268,0.455865,0.861037,0.110558,0,0.305826,0.270275
"ENSG00000273523",0.0281289,0,0,0,0.621922,0,0,0,0.296089,0.278955,0.0342973,0,0
"ENSG00000273541",0.468421,0,0,0.305703,0.508893,0,0.728775,0,0,1.36866,0,0,0.629684
"ENSG00000273552",0,0.138985,0.163445,0.171067,0.824383,0,0,0.654199,0.661212,0.136339,0,0.142761,0.561015
"ENSG00000273553",0,0,0,0,0,0,0,1.39679,0,0,1.75144,0,0
"ENSG00000273557",0,0,0,0,0,0,0,0,0,0.650829,0,0,0
"ENSG00000273565",2.05194,1.31481,5.8191,0.98695,3.95679,9.9309,1.50438,1.3587,0.90791,0,1.26933,6.2738,1.7967
"ENSG00000273568",5.97437,2.86343,0,0.956792,2.89048,4.09502,0,0.982014,0,7.93214,7.40424,3.62586,1.31425
"ENSG00000273571",0,0,7.20968,1.90729,0,0,0,0,0,0,0,0,0
"ENSG00000273576",9.51454,1.45756,8.38712,4.99279,3.74822,3.06332,5.3672,7.09404,6.62007,7.95576,6.92031,8.33885,6.7836
"ENSG00000273580",0,0,0,0,0,0,0,0,0,0,0,0.364905,0
"ENSG00000273582",0.634576,0,0,0,0,0,0,0.627771,0,0,0,0,0
"ENSG00000273584",0,0,0,0.534236,0,0,0,0.828046,1.69929,0,0,0,0
"ENSG00000273595",0,0,0,0,0,0.304842,0,0,0,0,0,0.167751,0
"ENSG00000273596",0,0,1.33234,10.9753,0,0,0,0,0,0,0,0,0
"ENSG00000273597",0,0,0,0,0,0,0.391167,0,0,0,0,0,0
"ENSG00000273598",0,2.12611,2.49798,0.198482,0,4.10864,1.20703,1.40012,0,9.22897,2.68669,0,5.66058
"ENSG00000273599",0.965357,0.419823,1.06395,0.736241,2.48432,0.658287,0.941674,1.26608,0.80938,1.28397,0.597526,0.527799,1.01713
"ENSG00000273609",6.00139,0,2.33973,0,0,0,0,0,0,0,0,0,0
"ENSG00000273612",14.6498,18.8225,0,0,0,0,0.385785,8.39153,0,0,2.15643,0,5.64461
"ENSG00000273614",0,0,0,0,0,0,0,0,0,3.45429,1.56908,0,0
"ENSG00000273618",0.264731,0.391004,0.309334,1.33213,0.514458,0.215552,0.236995,0.558864,0.391503,0.358802,0.394575,0.201816,0.382607
"ENSG00000273619",1.02497,0.197432,0.581861,0.591706,1.18415,2.39247,0.36365,0.407636,0.896671,0.919992,1.51296,0.188234,0.535619
"ENSG00000273623",0,0,0,0,4.18648,0,4.56294,0,0,6.74755,1.48617,0,0
"ENSG00000273628",1.45216,1.18527,1.7617,4.64044,0,4.13258,1.52035,0,0,0,0,4.49136,0
"ENSG00000273639",0,0,0,0,0,0.621329,0,0,0,0,0,0,0
"ENSG00000273644",1.63227,0,0,0,0,1.68885,2.1462,1.21539,0.711342,0.729248,0,0.746917,0
"ENSG00000273654",0.929123,0,0.163974,0,1.06229,1.45779,1.610334,0.429053,0,0.856739,0.336405,0.785444,0
"ENSG00000273658",0,0,0.941791,0,0,0,0,0.710248,0,0,0,9.2993,0
"ENSG00000273659",2.48453,2.87701,3.31436,1.97837,3.33854,0.714257,2.19328,2.82795,1.68314,1.81216,1.44991,0.975116,3.89329
"ENSG00000273668",1.46992,0,1.38993,0,0,0,0,0,0,0,0,0,0
"ENSG00000273669",6.95295,11.1689,7.06194,13.1571,10.5801,4.66627,11.8737,15.2544,14.6377,13.3992,16.5752,6.66316,7.01576
"ENSG00000273674",1.137444,0.3413463,0.583172,1.03498,0.470291,1.283185,0.847235,0.895622,0.759858,0.638016,0.267286,0.491569,0.963236
"ENSG00000273675",0,0,0,0,0,2.53086,0.5393,3.31395,2.25369,2.0416,2.04376,1.11285,2.36832
"ENSG00000273680",0.639606,0,3.63024,2.66626,5.54239,0.745618,3.9692,4.66268,2.61078,2.10449,2.88613,2.50533,0.278624
"ENSG00000273682",15.6917,22.7251,21.9111,45.2907,35.4878,32.4888,20.2108,30.7216,18.0909,27.4241,24.8566,27.6363,13.5556
"ENSG00000273687",0.746745,1.42789,0,0.716042,0,0,3.2284,0,0,5.30167,0.925896,1.35513,7.8736
"ENSG00000273691",5.05546,9.1211,5.41973,1.79935,6.76596,2.85347,5.69416,7.547,1.63698,8.60278,3.09521,2.3236,4.57622
"ENSG00000273701",0,0,0,0,0,0,0,4.49475,0,0,0,0,0
"ENSG00000273702",2.60798,1.39889,1.94848,0.74433,1.63352,3.56217,1.1229,1.34634,1.14905,1.06204,1.50107,2.66486,1.65233
"ENSG00000273724",6.44501,0,2.0515,4.86036,0,0,5.0108,14.9111,3.75738,8.32718,6.28264,5.25858,8.45503
"ENSG00000273729",2.00459,2.84639,2.68995,2.27613,1.50367,2.61091,1.15725,2.98538,1.04505,2.37311,1.82135,1.33282,2.77736
"ENSG00000273733",0,1.31313,1.29082,0,0,0.283821,0.29994,0,0,0,0,0.313113,0
"ENSG00000273734",0,0,0,0.667069,0.56497,0.348639,0.433689,0,0,0,0,0,0
"ENSG00000273736",0.489106,0,0,0,0,0.404081,0,0,0,0.496179,0,0,0
"ENSG00000273747",0.407172,0.618401,0.190559,1.09313,0.444774,0.178765,0.204064,0.439855,0.884796,0.535949,0.499647,0,0.29821
"ENSG00000273759",1.20544,0,0.38018,1.54641,0.193401,0.335031,0.356477,3.19594,1.05457,1.80347,1.72944,1.47581,0.524822
"ENSG00000273763",0,0,0,0,2.56786,0,0,0,0,0,0,0,0
"ENSG00000273765",0,0.37236,0.732704,0,0,0,0,0.770331,0,0,1.44086,0,0
"ENSG00000273783",0.600132,1.7379,1.9925,0,1.3469,1.00581,0.447102,1.29422,0.390188,1.1702,0.244828,0.4928,0.780574
"ENSG00000273784",5.44414,8.60442,5.727616,5.994469,4.43578,4.314613,6.77788,6.78862,4.56898,3.90165,7.89363,3.079396,5.35611
"ENSG00000273786",0.395639,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273792",0.709973,0.281191,0.352473,0.334513,0,0.129871,0.0852619,0.923756,0.31972,0.305595,0.239839,0.413895,0.414998
"ENSG00000273797",4.20941,11.2721,8.80786,4.33705,4.63606,1.65935,3.97583,6.16549,6.53538,2.69279,5.19991,4.96426,8.67182
"ENSG00000273812",0.681285,0,0,0.655338,1.53067,0,2.81599,1.12873,0,0.203718,0,0,0.890802
"ENSG00000273816",12.7652,28.7981,4.01382,13.5166,10.9758,7.01251,7.2507,11.1891,2.44929,13.8251,3.51336,5.13427,15.03
"ENSG00000273821",0.762843,4.39538,1.44186,0.366718,0,0.632175,0,0,0,0,0.472398,0,0
"ENSG00000273824",2.65543,0.372533,1.11037,1.45176,0.538721,0.269885,4.33246,2.89536,0.00527734,2.42596,2.16703,0.675614,1.10259
"ENSG00000273828",0.742413,0,1.39683,0,2.81817,0.627843,0.220739,0.248694,0.215229,0,0.606904,0.22752,0
"ENSG00000273837",39.4337,78.0013,40.2316,64.4465,0,139.47,17.2952,10.5735,54.3273,40.1902,25.8871,71.857,0.518841
"ENSG00000273840",0,0,0.0601952,0,0,0,0,0,0,0,0,0,0
"ENSG00000273855",2.07587,6.77575,0.78435,1.99545,1.20153,1.37459,3.27423,2.06099,8.32095,5.56569,3.0869,1.51993,0.546579
"ENSG00000273870",1.98591,9.84209,0,7.92991,4.66111,1.6418,0,0,6.41267,5.40944,1.53061,7.04842,2.6254
"ENSG00000273877",0.181512,0,0,0,0,0,0.0811962,0,0,0,0,0,0
"ENSG00000273885",0,0,0,0,0,0,0,5.54837,0,0,0,0,0
"ENSG00000273890",0,0.672338,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273891",1.26178,0.783193,1.29877,1.28897,0.346489,0.361041,1.46162,1.81274,0.619698,1.45843,3.03685,1.41081,2.82816
"ENSG00000273893",5.92521,0,1.26613,0.735707,4.23161,0.956695,1.35762,2.47077,3.17754,1.71622,1.17476,0.52659,1.24781
"ENSG00000273901",0,0,0,1.26651,0,0,0.571985,0,0,0,0,0,0
"ENSG00000273906",0.193034,0.139584,0.274754,0.41569,0.329775,0.222869,0.215329,0.318242,0.0856935,0.329983,0,0.26855,0.251484
"ENSG00000273919",0.0553581,0.160494,0.210295,0,0.106454,0.0465022,0,0.165382,0.194162,0.0498746,0.0675934,0.0509241,0.0718633
"ENSG00000273920",0.28567,0,0,0,0,0,1.51198,0,0,0,0,0,0
"ENSG00000273925",0.603332,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273933",0.745882,0,0,0.14307,0.286743,0.124724,0,0,1.05817,0.936592,0,0,0
"ENSG00000273951",0.422416,4.27119,0.999038,2.23507,0,2.64039,0.749065,0.839901,0.554238,2.08487,0.519779,2.71497,0.276005
"ENSG00000273958",0,0,0,0,0,0,0.753585,0,0.749746,0,0,0,0
"ENSG00000273965",2.96341,1.20824,2.73759,3.9756,8.74187,1.71646,3.02049,9.57193,0,11.6063,0,1.16822,5.3085
"ENSG00000273966",0,1.84236,0,0,0,0,0,1.90819,0,0,0,0,0
"ENSG00000273972",3.41728,3.28519,6.99736,0.273776,0,0,0.753671,1.69752,0,3.06121,0,3.65696,4.10341
"ENSG00000273973",0,1.30409,0,0,0,0,0,0,0,0,0,0,0.710146
"ENSG00000273980",0,0,0.459646,0,0,0,0,0,0,0,0,0,0
"ENSG00000273982",0,0,0,0,0,0.867238,0.458378,0,0,0,0,0,0.692184
"ENSG00000273987",0.978402,0.565494,2.59233,2.07127,0.188372,7.50792,0,2.14039,0.342407,0,2.88729,0.539098,3.06651
"ENSG00000273989",2.16889,0.695749,0,0,0.92824,2.00583,0.426475,0.718526,0,0.216122,2.37563,1.54824,0
"ENSG00000274001",1.61134,0,0,0,1.16555,2.00114,0,0,0.351119,0,0,0.368729,0
"ENSG00000274006",0,0,0,0,0,0,0,0,2.74578,0,0,0,0
"ENSG00000274015",4.41828,1.32767,1.04397,0,2.66008,0,2.92486,1.09745,0.723853,1.97948,1.36314,0.253304,1.08483
"ENSG00000274019",0,0,0,0,0,0,0.538747,0,0,0,0,0.560732,0
"ENSG00000274021",0.959768,7.25096,2.93465,1.92644,1.87178,5.16798,6.00884,4.44852,1.82116,2.07733,3.80226,4.55362,2.02172
"ENSG00000274023",4.38799,10.9526,2.86371,5.84501,1.3995,3.87252,2.8762,5.82224,3.11622,5.86408,0,1.28778,4.78473
"ENSG00000274024",0.596162,0,0,0,0,0,0,0.791182,0.17414,0,0.1216,0.365396,0.387694
"ENSG00000274029",0.554908,0.645299,1.65127,3.44695,0.753249,2.24915,2.01617,2.94233,2.46516,1.37737,1.55263,0.380715,1.00041
"ENSG00000274038",13.5464,16.4423,12.1314,16.1186,25.784,11.5303,4.07383,7.4366,1.86688,3.8281,3.08844,10.7878,8.43434
"ENSG00000274051",39.6228,67.7181,36.8107,73.3752,46.2896,53.0472,11.602,9.31393,10.0386,6.02268,4.40256,60.7808,41.5187
"ENSG00000274055",0,0,0,0,0,0,0.824828,0,0,0,0,0,0
"ENSG00000274064",0.115033,1.38937,0.546328,0.419666,0.527184,0.426909,1.40675,2.01682,0.563727,0.661051,0.51361,0.47411,1.07901
"ENSG00000274080",1.27297,1.30332,0.865186,1.25971,1.21247,0.567149,0.777008,0.743424,0.600582,0.684761,0.785465,1.17107,1.06775
"ENSG00000274092",0.559535,0,0.17534,0,0,0,0,0,0,0.342178,0,0.685905,0
"ENSG00000274093",6.98044,15.9058,2.0599,0.419334,9.67801,2.88579,4.96416,4.76234,2.28014,0.77929,5.40669,2.79305,1.72317
"ENSG00000274104",9.8052,3.60347,9.5378,16.6339,10.0021,9.58243,10.9371,2.86454,2.01533,3.09959,1.0681,13.2246,9.06668
"ENSG00000274105",4.21977,1.16263,2.55898,1.62262,1.67147,2.05803,1.82504,3.054,1.28294,2.68317,1.2301,0.162678,2.63711
"ENSG00000274124",9.45473,4.22899,14.296,8.02735,2.90493,2.30888,5.33649,14.5583,2.69606,3.69271,10.4446,6.15705,3.90974
"ENSG00000274128",0,0,0.459646,0,0,0.402078,0,0.965817,0,0,0,0,0
"ENSG00000274156",0.609361,0,2.59107,0.292996,0,0,0,2.11855,0,0,0.376379,0.838365,0
"ENSG00000274159",0,1.19486,0.603655,0.588058,0,0,0,0.666349,0.613535,0,0,0.561206,0.847102
"ENSG00000274167",0,0,0,0,0,0,0,0,0,1.85,0,0,0
"ENSG00000274170",0,0,0,0,0,0,0,4.71614,0,0,0,0,0
"ENSG00000274173",0,1.52122,3.17283,1.99225,1.64237,0.821653,0.686568,0.196068,0.606883,0.53185,0,0.313843,2.17765
"ENSG00000274177",0,0,0,0,4.32556,0.158174,0,0,0,0,0,0,0
"ENSG00000274184",0,0.583301,0.238844,0,0,0,0,0.65111,0,0.135948,0.122783,0,0.326362
"ENSG00000274191",0,0,0,0,0,2.36615,0,0,0.248767,0.765304,0,0.783633,0
"ENSG00000274199",0.063816,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274204",0,0,0,0,0,0,0,0,0,0,0,0,1.33905
"ENSG00000274213",16.9247,6.47492,4.47428,7.14099,3.92191,11.6981,6.45377,2.00942,1.75744,4.2058,3.35508,3.07645,4.46866
"ENSG00000274214",0,2.01652,0,0,0,0,0,0,0,0,0.370189,0.274885,0
"ENSG00000274215",0.237833,0,0,0,0,0,0.706982,0,0,0.276025,0,0,0
"ENSG00000274220",1.33447,0.828636,0.692571,0.713967,0.496611,0.085076,0.823857,0.958784,0.484867,0.427608,0.27084,0.338189,0.220505
"ENSG00000274225",0,0,0,0,0,0,0,0.64646,0,0,0,0,0
"ENSG00000274227",2.4811,2.29772,3.28813,7.58784,4.97924,0,0,3.8115,2.22697,0.980146,3.73966,2.53404,4.54071
"ENSG00000274231",0,0,0,0,0,0,1.25299,4.15732,0,0,0,0,0
"ENSG00000274244",1.18917,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274251",0,0,0,0,0,0,0.530111,0.597442,0,0,0,0,0
"ENSG00000274253",0.0950364,0.174555,0.675578,0.646999,1.41668357,0.152584,0.236302,0,0.763554,0.448914,0.112874,0.40258545,1.45929
"ENSG00000274256",2.57879,0,0,0,0,1.06936,1.10358,10.1913,0,0,3.2075,1.16789,0
"ENSG00000274265",79.69427,38.21647,65.6738,98.85325,73.69704,39.004837,67.41597,109.92806,81.99871,66.796543,54.03624,36.065671,59.75048
"ENSG00000274269",0,0,0,0,1.26095,0,0,0,0,0,0,0,0
"ENSG00000274270",0.894164,0.180108,0.106199,0.035914,0.393992,0.563894,2.10894,2.56053,0.163384,0.0671626,0.590831,0.0342809,0.241636
"ENSG00000274272",1.65995,0.881369,2.70022,1.87202,2.47927,1.45023,1.5599,0.984107,1.44927,2.25834,1.57542,2.03945,1.7168
"ENSG00000274275",62.3791,38.7876,70.0602,104.793,94.1848,89.7677,30.9995,10.788,16.8789,14.552,4.83118,47.4612,95.6591
"ENSG00000274281",13.7297,10.6797,13.0893,13.1308,10.8295,13.6761,12.7528,21.9747,12.2881,14.6127,10.7894,12.82,20.9959
"ENSG00000274292",0.222414,0.145069,0.359568,0.192099,0.144994,0.6319,0.239656,0.586425,0.350781,0.352131,0.496675,0.0376447,0
"ENSG00000274294",0.229397,0,0,0,0,0,0,0.228026,0.401196,1.64621,0.565067,0,0.299957
"ENSG00000274297",0,0,0,0,0,0,0,0.746146,0,0,0,0,0
"ENSG00000274299",0,0,0.650927,0.68312,0,0,0,0.127058,0,0,0,0.144272,0
"ENSG00000274308",0,0,0,0,0.299656,0.644335,0,0,0,0.280507,0,0.85225,0
"ENSG00000274315",1.30516,0,0.925201,0.313832,1.57282,6.77029,1.72369,3.88834,1.99446,1.75275,4.84198,1.79589,4.28261
"ENSG00000274322",0,0.851937,1.3046,0.565435,0,0.230203,0.743598,0.243497,0.545102,0,0.12028,0.181087,0
"ENSG00000274328",0,0,0,0,0,0.442787,0,0,0,0,0,0,0
"ENSG00000274330",0,0.349713,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274333",0.299318,0.841296,2.98685,2.072514326,1.717493,1.7429607,0.7608426,5.608633,1.106775,1.655392,1.238351,0.318461,0.19390967
"ENSG00000274340",0,0,0.259274,0,0,0,0,0,0,0,0,0,0
"ENSG00000274341",8.83784,12.3371,2.85609,18.1827,15.6313,7.30176,7.32854,20.4012,7.79028,11.8293,10.2209,6.14369,9.85127
"ENSG00000274342",0.138789,0,0,4.84805,0,0,0,0.82579,0,0,0,0,3.10556
"ENSG00000274346",0,0.263933,0,0,0.264408,0,1.21145,0.272713,0.239831,0,1.35487,0,0
"ENSG00000274351",0,0,0,0,0,0,0,0.530315,0,0,0,0.0816412,0
"ENSG00000274363",0,0,0.166841,0,2.71408,1.02979,0,0.175285,1.54227,0.633218,0,1.295,0.919804
"ENSG00000274364",0,1.7676,0,0,0,1.0158,0,0.609989,2.13679,0,2.29282,2.24233,4.87284
"ENSG00000274367",1.22389,4.06982,3.10834,1.48663,1.35944,0,1.05906,3.257,0,0.831609,2.90949,0.430583,1.24519
"ENSG00000274370",0.941455,0,0.222573,0.226386,0.226637,0,1.04165,0,0,0,0,1.08003,0
"ENSG00000274373",0.756537,0,0,0.36401,0,2.52473,0,1.12851,0.496478,0.849169,0,0,0.740795
"ENSG00000274381",0,0,0,0,0,0,0,2.98342,3.49473,0,4.99142,0,0
"ENSG00000274383",3.2637,2.85107,5.18789,5.27459,3.51026,4.9176,3.43045,0.373,2.38453,4.83056,1.15238,1.97582,2.82495
"ENSG00000274387",0.873347,0.880198,1.78853,1.07433,0.0725345,2.23504,0.0364977,1.43019,0.888659,0,0,0,0.229285
"ENSG00000274397",0,0,0,0,0,0,0,0.34187,0,0,0,0,0
"ENSG00000274400",0.360628,0,2.72722,0,0,0,0.950778,0.716578,0,0.322721,2.23219,0.330662,0
"ENSG00000274403",1.79871,0.432933,0,0,0,0,0.796714,0.2235,0,0.201721,0.27686,0,0
"ENSG00000274414",0.582889,0.880885,0.321213,0.585565,0.532557,0.444774,0.494044,0.514451,0.446425,0.0994249,0.522441,0.0628638,0.811315
"ENSG00000274420",0,0,0,0,0,0,3.21694,0,0,0,0,0,0
"ENSG00000274421",1.64773,0.175619,4.51046,1.37598,4.38285,2.17489,3.09984,4.61196,1.22822,2.6333,2.08252,3.31773,4.24282
"ENSG00000274422",1.08832,0.170668,0.223628,0.793987,0.282759,0.445382,0.423123,1.4064,0.670827,1.00766,0.430401,0.189472,0.305129
"ENSG00000274425",0.372443,1.73796,0.892038,3.30871,0.0838425,0.230553,0.589395,0.730172,1.56687,0.48537,2.24109,0.751415,0.844998
"ENSG00000274427",0,0,0,0,2.02562,0,0,2.67538,0,0,0,0,0
"ENSG00000274430",0,0,0,0,0,0,0,1.44543,8.9475,0,0,0,4.02878
"ENSG00000274441",1.15473,0,0,0.842424,0,0,2.56822,0,0.47476,1.75776,0,0,0
"ENSG00000274447",0,0,0,0,0.386868,0,0,0,0,0,0,0,0
"ENSG00000274460",5.60613,2.56994,3.71391,2.35675,8.08137,2.52519,6.67741,1.42147,1.49109,0.883054,0.899939,1.59981,3.76848
"ENSG00000274461",1.64163,1.8412,1.63764,3.4705,1.65605,0.422739,1.29113,4.530753,1.991803,2.095193,1.665212,1.043998,3.7656
"ENSG00000274486",0,0,0,0,0,0,0,1.53016,2.35624,0,0,0,0
"ENSG00000274492",1.05517,0.519684,0.396101,0.617966,0.343135,0.348025,0.410029,0.824328,0.220221,0.638809,0.389226,0.582228,0.614657
"ENSG00000274501",0,0,0,2.53657,6.80446,5.06518,1.51982,1.73933,8.37811,1.56378,4.36317,1.59913,3.48315
"ENSG00000274503",0,0,0,0,0.0651391,0,0,0,0,0.459083,0,0,0
"ENSG00000274507",0,0,0,0,0,0,0,0,0,0,1.15632,0.847387,0
"ENSG00000274508",0,0,0,0,0,0,0,0,0,0,0,1.25517,0
"ENSG00000274515",0.452806,0,0,0,0,0,1.97979,0.449318,0.394266,0,0.560767,0.827614,0
"ENSG00000274528",0.80127,0.660806,2.38245,0.957713,0.961972,0,1.60045,0.449563,0.610366,0.138657,0.188074,0.894168,1.09518
"ENSG00000274554",0.256934,0.283906,0.0348919,0.177234,0.141159,0.123733,0.160764,0.294711,0.226199,0.0996965,0.194848,0.0344595,0.4333
"ENSG00000274559",6.33891,3.66578,1.82014,1.09309,4.16767,5.19509,5.10362,9.2361,5.43124,7.94419,6.12691,4.44873,5.72849
"ENSG00000274560",0,0,0,0,0,0,0,1.1998,0,0,0,0,0
"ENSG00000274561",4.48873,30.1603,40.8517,19.2192,42.8925,17.564,13.5926,40.9181,22.4073,19.6897,25.2768,11.5772,24.1667
"ENSG00000274565",0,0.0940512,0,0.18769,0.093709,0,0.348474,0.193951,0,0,0.357666,0.179148,0.380119
"ENSG00000274591",2.71721,6.24502,2.98493,3.57136,5.78501,0,2.45976,8.81741,5.54212,1.95763,0,2.68491,6.12985
"ENSG00000274594",1.00912,0,0,0,0,0,0,5.96684,0,0,1.24785,0,0
"ENSG00000274598",0.413725,0,0.587152,1.19414,0,0.344872,0.183468,1.85109,0,1.29972,0.763456,0.18994,3.51363
"ENSG00000274606",1.49224,1.1953,0,0,0,0,0,0,0,1.08454,0,10.3143,0
"ENSG00000274612",0,0,0,0,0,0.891245,0,0,0,0,0,0,0
"ENSG00000274624",0,1.01169,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274628",0.1572054,0.1190833,0.0481492,0.0734165,0.1186408,0.121755,0.079225,0.0857824,0.290265,0,0.0772808,0.9936726,0.1518302
"ENSG00000274629",2.20518,1.16554,0.267218,1.79342,0.887817,0.227797,0.622482,1.59857,1.22362,0.270177,0,0.599752,0
"ENSG00000274653",0.948552,0,0,0,1.52408,0,0.278518,0,0,0,1.17233,0.370925,0.414862
"ENSG00000274654",0,0,0,0,0,0,0,0,0.15158,0,0,0,0
"ENSG00000274666",0,0,3.17914,0,0,0,0,0,0,0,0,0,0
"ENSG00000274667",1.79615,5.57474,5.47618,10.7533,8.26093,3.32842,4.42724,1.58738,0.523794,3.2248,2.45418,6.23064,2.08535
"ENSG00000274677",1.64332,1.58161,1.11,1.12899,0.22605,3.12706,0.207797,0.233329,0,0,0.289205,1.29273,3.37725
"ENSG00000274678",0.282123,0.542497,3.15509,2.61922,0.815389,0,0.500253,1.6818,1.2373,0.643809,0,2.58779,1.56891
"ENSG00000274691",0,0,0,0,0,0,0,0,2.83755,0,0,0,0
"ENSG00000274693",0,0,0,0,0,0,1.67146,5.4743,0,0,0,0,0
"ENSG00000274695",0.349957,0,1.24139,0.168472,0,0.14605,0,0.173984,0,0.157173,0,0,0
"ENSG00000274698",3.19303,4.90587,5.16112,5.74291,3.94932,3.2012,3.07902,1.34151,1.72688,1.6301,1.96808,2.30632,2.52169
"ENSG00000274712",2.13129,0.931868,2.21713,0.391263,0.585479,2.00398,1.45745,2.62789,1.64645,2.97204,2.15431,0.840303,1.3831
"ENSG00000274717",0,0,0,0,0,0,0.236399,0,0,0.178144,0,0.485105,0
"ENSG00000274718",0,0,0,0,0,0,0.0293397,0,0.029188,0.0294251,0.0398095,0.0300365,0.0423326
"ENSG00000274737",0,0.899393,0,1.2,3.00686,0,0,0.309839,2.72475,1.67597,1.92711,0,0.818237
"ENSG00000274751",0.245376,0.149168,0.289501,0.485541,0.514989,0.35076,0.162397,0.362848,0.29629,0.32149,0.312074,0.242266,0.328443
"ENSG00000274756",1.42288,0.685456,0,0.685104,0.411089,0.474922,1.26726,0.849744,0.680315,1.27925,0.348842,0.783893,0.370598
"ENSG00000274760",0,0,0,0,17.6777,0,0,0,0,0,0,0,0
"ENSG00000274765",0,0,0,1.23527,3.71846,1.06321,0,2.12596,1.4927,0.382633,0,0.391897,1.69177
